CodeName,Order,q_id,content,choice_a,choice_b,content_en,choice_a_en,choice_b_en
*-*-B-Sc-L4,B-Sc-L4-00412,B26-00412,"퇴사나 자퇴 고민할 때, 뭘 원하는 걸까?",현실적인 뜯어말림,무조건적인 응원,"Venting about quitting job/school, what do you want?",Realistic discouragement,Unconditional support
*-*-B-Sc-L5,B-Sc-L5-00413,B26-00413,평생 한 명만 남는다면 누구일까는?,마음 통하는 너,돈 많은 부자 친구,"If only one person can stay in your life, who would it be?",Like-minded soulmate,Filthy rich friend
*-*-B-Or-L1,B-Or-L1-00414,B26-00414,점심시간의 힐링은?,동료들과 맛집 탐방,혼자 조용한 샌드위치,Lunch break bliss?,Restaurant with coworkers,Quiet sandwich solo
*-*-B-Or-L2,B-Or-L2-00415,B26-00415,상사를 고를 수 있다면 누구를 고를까?,일 못해도 천사표,싸가지 없는 엘리트,"If you could pick your boss, who would you pick?",Incompetent but sweet,Elite but rude
*-*-B-Or-L3,B-Or-L3-00416,B26-00416,내 뒷담화 현장을 목격했다면 기분은?,그 자리에서 따진다,모른 척 넘어간다,"Witness someone talking smack about you, how would you feel?",Confront them then and there,Pretend you didn't hear
*-*-B-Or-L4,B-Or-L4-00417,B26-00417,"연봉 2배 이직 제안, 조건은?",나 혼자 간다,너랑 같이 간다,"Job offer: 2x salary, but...",Go alone,Go with you
*-*-B-Or-L5,B-Or-L5-00418,B26-00418,사내 연애 들키면 제일 먼저 할 일은?,당당하게 공개,끝까지 잡아뗀다,"How to handle a workplace romance being exposed, what's the first thing you do?",Publicly announce it,Deny it to the end
*-*-B-Dc-L1,B-Dc-L1-00419,B26-00419,우리 만날 때 네가 선호하는 스타일은?,활동적인 볼링/운동,수다 떠는 맛집/카페,"When we hang out, what kind of style do you prefer?",Active: bowling/sports,Chatty: cafe/restaurant
*-*-B-Dc-L2,B-Dc-L2-00420,B26-00420,지금 당장 5만원 빌려달라면 빌려줄 수 있나?,바로 송금 가능,곤란해서 거절,"If I asked to borrow $50 right now, would you lend it?",Venmo immediately,Politely decline
*-*-B-Dc-L3,B-Dc-L3-00421,B26-00421,내 애인과 단둘이 술 마신다면 괜찮을까는?,쿨하게 가능,절대 불가능,"Partner grabbing drinks with my significant other, just the two of them, is that okay?",Totally cool,No way
*-*-B-Dc-L4,B-Dc-L4-00422,B26-00422,친구가 집안일로 힘들 때 해줄 수 있는 것은?,적극적으로 돕기,묵묵히 위로하기,"Friend struggling with chores, what can you do to help?","Jump in, help out",Silent support
*-*-B-Dc-L5,B-Dc-L5-00423,B26-00423,너랑 나랑 룸메이트 한다면 어떨 거 같아?,베스트 프렌드 가능,바로 절교각,"If we were roommates, what do you think it would be like?",BFFs for life,Instant breakup
*-*-Fa-Br-L1,Fa-Br-L1-00424,B26-00424,단둘이 밥 먹을 때 분위기는?,수다 떨며 먹기,폰만 보며 먹기,Dinner date vibes?,Chatty time,Phone zone
*-*-Fa-Br-L2,Fa-Br-L2-00425,B26-00425,집안일 분담 스타일은?,칼같이 나눈다,눈치껏 알아서,Housework division style?,Strictly divided,Feel it out
*-*-Fa-Br-L3,Fa-Br-L3-00426,B26-00426,부모님 몰래 사고쳤을 때 어떻게 넘길까는?,일단 숨겨준다,바로 고자질,"Mess up, gotta hide it from the parents, how would you get away with it?",Cover it up,Spill the beans
*-*-Fa-Br-L4,Fa-Br-L4-00427,B26-00427,큰 빚이 생기면 누구한테 제일 먼저 말할까는?,형제에게 먼저,부모님께 먼저,"Massive debt, who would you tell first?",Siblings first,Parents first
*-*-Fa-Br-L5,Fa-Br-L5-00428,B26-00428,신장 이식이 필요하다면 누구에게 부탁할까는?,당장 해준다,솔직히 고민된다,"Need a kidney transplant, who would you ask?",Take mine now,Gotta think about it
*-*-Fa-Sb-L1,Fa-Sb-L1-00429,B26-00429,"TV 채널권, 양보 못 하는 채널은?",스포츠/게임 방송,드라마/예능,"TV channel control, which channel are you fighting for?",Sports/Gaming,Dramas/Shows
*-*-Fa-Sb-L2,Fa-Sb-L2-00430,B26-00430,내 옷 몰래 입고 나갔다면 뭐라고 할까는?,한 번은 봐준다,바로 전쟁 시작,"Borrowed my clothes without asking, what would you say?",One free pass,War declared
*-*-Fa-Sb-L3,Fa-Sb-L3-00431,B26-00431,내 친구랑 사귄다고 하면 기분이 어떨 거 같아?,적극 밀어준다,뜯어말린다,"Dating my friend, how would you feel?",Full support,Shut it down
*-*-Fa-Sb-L4,Fa-Sb-L4-00432,B26-00432,일이 잘 안 풀릴 때 원하는 것은?,용돈과 위로,따끔한 조언,"Rough patch at work, what do you need?",Cash and comfort,Tough love
*-*-Fa-Sb-L5,Fa-Sb-L5-00433,B26-00433,나중에 결혼해서 살 곳은?,같은 동네 이웃,멀리 떨어져 살기,Future married life location?,Same neighborhood,Far apart
*-*-Fa-Co-L1,Fa-Co-L1-00434,B26-00434,명절에 만나면 우리는 어떤 사이는?,어색한 안부 인사,만나자마자 롤/수다,"Holiday meetup vibes, what are we?",Awkward greetings,Game time/Gossip
*-*-Fa-Co-L2,Fa-Co-L2-00435,B26-00435,"어른들의 비교, 어떻게 대처하는?",한 귀로 흘린다,은근 스트레스,"Dealing with comparisons from elders, how?",Let it go,Low-key stress
*-*-Fa-Co-L3,Fa-Co-L3-00436,B26-00436,우리끼리 여행 간다면 어디로 가는?,꿀잼 예상,어색해서 불편,"Trip with just the crew, where to?",Guaranteed fun,Awkward vibes
*-*-Fa-Co-L4,Fa-Co-L4-00437,B26-00437,큰돈 빌려달라고 한다면 빌려주는?,사정 들어보고 가능,가족끼린 절대 안 됨,"Huge loan request, would you give it?",Hear them out,Never lend to family
*-*-Fa-Co-L5,Fa-Co-L5-00438,B26-00438,친형제보다 더 편한 사촌은?,있다,없다,"Cousin closer than a sibling, who is it?",Yup,Nope
*-*-Fa-Pc-L1,Fa-Pc-L1-00439,B26-00439,주말 아침 식사는?,다 같이 모여서,각자 알아서 해결,Weekend breakfast?,Family meal,Everyone on their own
*-*-Fa-Pc-L2,Fa-Pc-L2-00440,B26-00440,"내 방 청소, 어떻게 하는?",부모님이 깔끔하게,내 물건은 내가,"Room cleaning, how to do it?",Parents take over,Handle my own stuff
*-*-Fa-Pc-L3,Fa-Pc-L3-00441,B26-00441,결혼 반대하시면 어떻게 하는?,끝까지 설득,결국 헤어짐,"Parents hate your partner, what to do?",Keep trying to convince,Inevitable breakup
*-*-Fa-Pc-L4,Fa-Pc-L4-00442,B26-00442,부모님 노후는 어디서 보내는?,함께 모시고 산다,편한 실버타운,"Parents' retirement, where to spend it?",Live with me,Nice retirement home
*-*-Fa-Pc-L5,Fa-Pc-L5-00443,B26-00443,다시 태어난다면 뭐가 되고 싶은?,부모님의 자녀로,완전히 다른 삶,"Reincarnation, what do you want to be?",Their kid again,Totally new life
*-*-Fa-Gr-L1,Fa-Gr-L1-00444,B26-00444,할머니댁 가면 주로 뭐 하는?,TV/폰 보기 바쁨,계속 말동무 하기,"At grandma's house, what do you usually do?",Phone/TV time,Keep her company
*-*-Fa-Gr-L2,Fa-Gr-L2-00445,B26-00445,용돈 주실 때 반응은?,죄송해서 거절,감사히 받음,Reaction to getting money?,Politely decline,Gratefully accept
*-*-Fa-Gr-L3,Fa-Gr-L3-00446,B26-00446,옛날이야기 해주실 때 리액션은?,신기하고 재밌다,솔직히 지루하다,"Old stories, what's your reaction?",Cool and fun,Kinda boring
*-*-Fa-Gr-L4,Fa-Gr-L4-00447,B26-00447,편찮으실 때, 내가 해드릴 것은?,매주 찾아만 뵙기,매주 현금 보내기,"They're not feeling well, what should I do?","Just visit weekly","Send cash weekly"
*-*-Fa-Gr-L5,Fa-Gr-L5-00448,B26-00448,누구를 더 존경하는 편이야?,부모님,조부모님,Who do you respect more?,Parents,Grandparents
*-*-Lo-Sw-L1,Lo-Sw-L1-00449,B26-00449,데이트 비용 분담은?,깔끔하게 반반,여유 있는 쪽이 더,Splitting the date bill?,Exactly 50/50,Whoever has more
*-*-Lo-Sw-L2,Lo-Sw-L2-00450,B26-00450,"연락 스타일, 선호하는 스타일은?",하루 종일 카톡,용건/통화 위주,Preferred communication style?,Text all day,Just the facts/calls
*-*-Lo-Sw-L3,Lo-Sw-L3-00451,B26-00451,"내 과거 연애사, 어디까지 말해야 할까?",속속들이 알기,모르는 게 약,How much of my past relationship history should I reveal?,All the details,Better unknown
*-*-Lo-Sw-L4,Lo-Sw-L4-00452,B26-00452,결혼 후 시가/처가 살이는?,가능하다,절대 불가능,In-law living situation after marriage?,I'm game,Absolutely not
*-*-Lo-Sw-L5,Lo-Sw-L5-00453,B26-00453,지금 당장 결혼하자고 한다면?,바로 OK,아직은 시기상조,What if they asked me to marry them right now?,Instant yes,Too soon
*-*-Lo-Hw-L1,Lo-Hw-L1-00454,B26-00454,치약 짜는 스타일은?,중간부터 팍팍,끝에서부터 차곡,Toothpaste squeezing style?,Squeeze the middle,From the end
*-*-Lo-Hw-L2,Lo-Hw-L2-00455,B26-00455,부부 돈 관리는?,각자 관리/생활비만,한 명이 통합 관리,Managing finances as a couple?,Separate / split bills,One person manages
*-*-Lo-Hw-L3,Lo-Hw-L3-00456,B26-00456,물에 빠지면 누구 먼저 구할 거야?,배우자 먼저,아이들 먼저,Who would you save first if they were drowning?,Partner first,Kids first
*-*-Lo-Hw-L4,Lo-Hw-L4-00457,B26-00457,"도박 빚이나 외도, 한 번은?",용서하고 산다,바로 이혼 도장,"Gambling debt or cheating, one time?",Forgive and stay,Instant divorce
*-*-Lo-Hw-L5,Lo-Hw-L5-00458,B26-00458,다시 태어나면 우리는?,또 결혼한다,다른 사람 만난다,"If we were reincarnated, would we meet again?",Marry again,Different person
