CodeName,Order,q_id,content,answers,content_en,answers_en
*-*-Fa-Br-L2,Fa-Br-L2-00403,T26-00403,"날씨 핑계로 엄살 부린 적, 나는?","쑤시는 무릎, 심해지는 미세먼지 알레르기",Have you ever exaggerated an ailment because of the weather?,"Aching knees, Worsening fine dust allergy"
*-*-Lo-Sw-L2,Lo-Sw-L2-00404,T26-00404,망해서 더 좋았던 데이트는?,"어쩌다 하게 된 산책, 만화카페 데이트, 끓여먹는 라면",What's a date that was so bad it was actually good?,"Unexpected walk, Manga cafe date, Ramen cooked together"
*-*-Lo-Sw-L2,Lo-Sw-L2-00405,T26-00405,유난 떠는 연인 걱정은?,"데려다 주기, 핫팩 챙겨주기, 택시 태워 보내기",How do you worry about your overly sensitive partner?,"Walking them home, Giving them a hot pack, Sending them home in a taxi"
*-*-Lo-Sw-L2,Lo-Sw-L2-00406,T26-00406,"날씨 핑계로 감성 폭발한 적, 나는?","날씨에 맞는 노래 듣기, 감성적인 시 읽기, 바다 보러 가기",Have you ever gotten emotional because of the weather?,"Listening to weather-appropriate songs, Reading emotional poems, Going to see the sea"
*-*-B-Sc-L2,B-Sc-L2-00407,T26-00407,MBTI 보고 의외였던 첫인상은?,"다정한 T, 핵인싸 I",What's a first impression that was surprising given their MBTI?,"A caring T, An extreme extroverted I"
*-*-B-Sc-L2,B-Sc-L2-00408,T26-00408,MBTI 안 맞아 힘들었던 팀플은?,"혼자 PPT 만드는 P, 발표 도맡아 하는 I",What's a group project that was difficult due to MBTI differences?,"A P making the PPT alone, An I doing all the presentations"
*-*-B-Sc-L2,B-Sc-L2-00409,T26-00409,MBTI로 섣불리 판단한 적은?,"과한 리액션, 완벽한 정리",Have you ever made a snap judgment based on someone's MBTI?,"Excessive reactions, Perfect organization"
*-*-Fa-Br-L3,Fa-Br-L3-00410,T26-00410,"가족 MBTI 반전 있었어, 나는?","알고 보니 아빠 F, 알고 보니 엄마 P",Was there an MBTI plot twist in your family?,"Turns out Dad is F, Turns out Mom is P"
*-*-Fa-Br-L3,Fa-Br-L3-00411,T26-00411,가족끼리 겪었던 제일 웃긴 일은?,"여행 가다 길 잘못 듦, 저녁 메뉴 싸움, 숙제 미루기 대잔치",What's the funniest thing that happened with your family?,"Getting lost on a trip, fighting over dinner menus, a big procrastination party for homework."
*-*-Fa-Br-L3,Fa-Br-L3-00412,T26-00412,돌이켜보면 후회되는 연애 조언은?,"절대 만나지 마, 똑같은 실수 반복, 걔는 너 안 좋아해",What's a dating advice you regret giving?,"Don't ever date them, repeating the same mistake, they don't like you."
*-*-Lo-Sw-L2,Lo-Sw-L2-00413,T26-00413,MBTI 관련 제일 기억에 남는 반응은?,"T인데 완전 공감, 보자마자 느낌 옴, 극과 극",What's the most memorable reaction you've had related to MBTI?,"They're a T but very empathetic, I had a feeling right away, completely opposite types."
*-*-Lo-Sw-L2,Lo-Sw-L2-00414,T26-00414,MBTI 궁합 관련 웃겼던 말은?,"파국이다, 대화 단절, 매일 싸움각",What's a funny thing someone said about MBTI compatibility?,"It's doomed, no communication, guaranteed to fight every day."
*-*-Lo-Sw-L2,Lo-Sw-L2-00415,T26-00415,"우리 커플, 이런 점이 최고다, 뭐는?","우리만 웃긴 개그, 맘텔레파시, 서로 리스펙",What's the best thing about our couple?,"We have jokes only we find funny, mind telepathy, mutual respect."
*-*-B-Sc-L2,B-Sc-L2-00416,T26-00416,"민트초코는 치약 vs 아이스크림, 뭐는?","인생템, 치약맛 극혐, 민초 사랑해",Mint chocolate: toothpaste or ice cream?,"My favorite, hate the toothpaste taste, I love mint chocolate."
*-*-B-Sc-L2,B-Sc-L2-00417,T26-00417,최악의 팀플 빌런 유형은?,"자료 조사 튀튀, 말만 번지르르, 조장인데 책임 회피",What's the worst type of team project villain?,"Disappears during research, all talk and no action, leader who avoids responsibility."
*-*-B-Sc-L2,B-Sc-L2-00418,T26-00418,"인생 마지막 점심 메뉴를 고른다면, 뭐는?","엄마가 해준 집밥, 비싼 소고기, 뜨끈한 국밥","If you could choose your last lunch on earth, what would it be?","Mom's home-cooked meal, expensive steak, a hearty bowl of soup"
*-*-Fa-Co-L2,Fa-Co-L2-00419,T26-00419,요즘 삶의 질을 높여준 인생템은?,"로봇청소기 이모님, 꿀잠 보장 암막커튼, 나만의 세상, 노캔",What's one life-changing item that's improved your quality of life lately?,"Robot vacuum cleaner, blackout curtains for good sleep, noise-canceling headphones, my own world"
*-*-Fa-Co-L2,Fa-Co-L2-00420,T26-00420,이번 여행에서 딱 하나 이기적으로 하고 싶은 것은?,"오션뷰 카페에서 멍때림, 새벽 바다 수영, 계획 없이 즉흥적으로","On this trip, what's one selfish thing you're gonna do?","Stare blankly at the ocean view from a cafe, swim in the ocean at dawn, be spontaneous without a plan"
*-*-Fa-Co-L2,Fa-Co-L2-00421,T26-00421,요즘 유행하는 것 중에 은근히 내 취향인 건?,"나도 모르게 따라 하는 챌린지, 알고리즘 추천 숏폼, 돌아온 Y2K 패션",What's a trend lately that's secretly your thing?,"Challenges I unconsciously follow, algorithm-recommended short videos, the return of Y2K fashion"
*-*-Lo-Sw-L1,Lo-Sw-L1-00422,T26-00422,의외로 좋았던 장소나 경험은?,"허름한데 줄 서는 맛집, 알고 보니 격한 꽃꽂이, 사진빨이었던 SNS 핫플",What's a place or experience you unexpectedly enjoyed?,"A dive restaurant with a long line, surprisingly intense flower arranging, an Instagrammable spot that wasn't all that"
*-*-Lo-Sw-L1,Lo-Sw-L1-00423,T26-00423,"돈, 시간 제약 없다면 하고픈 데이트는?","오로라 보며 뒹굴뒹굴, 캠핑카 타고 무계획 여행, 해외에서 명품 플렉스","If money and time were no object, what kind of date would you want?","Snuggling while watching the aurora borealis, an unplanned road trip in a camper van, a luxury shopping spree overseas"
*-*-Lo-Sw-L1,Lo-Sw-L1-00424,T26-00424,절대 포기 못 하는 나만의 취향은?,"파인애플 피자, 한여름에도 얼죽아, 공포영화로 힐링",What's a personal preference you'll never give up?,"Pineapple on pizza, iced drinks even in the dead of winter, relaxing with horror movies"
*-*-B-Sc-L1,B-Sc-L1-00425,T26-00425,분위기 때문에 지갑 털렸던 기억은?,"밥보다 비싼 커피, 사진만 예쁜 곳, 위생 포기한 맛집",When did the atmosphere make you splurge?,"Coffee more expensive than a meal, a place that only looks good in photos, a delicious restaurant where you have to ignore the hygiene"
*-*-B-Sc-L1,B-Sc-L1-00426,T26-00426,나만 빼고 다 좋았던 모임 장소는?,"나만 못 먹는 메뉴, 집에서 너무 멀 때, 대화가 불가능할 때",What's a meetup spot everyone else loved but you didn't?,"A menu I couldn't eat anything from, a place too far from home, a place where conversation was impossible"
*-*-B-Sc-L1,B-Sc-L1-00427,T26-00427,"내 최애 장소, 딱 한 명만 데려간다면 누구는?","진짜 친한 친구, 좋아하는 사람, 아무도 안 알려줌","If you could take only one person to your favorite place, who would it be?","A really close friend, someone I like, I'm not telling anyone"
*-*-Fa-Co-L1,Fa-Co-L1-00428,T26-00428,"요즘 핫플, 솔직히 이해 안 가는 곳은?","웨이팅 필수인 곳, 사진만 찍는 카페, 가격이 너무 비쌀 때",What's a trendy place these days you just don't get?,"A place with a mandatory wait, a cafe that's only good for taking pictures, when the price is too high"
*-*-Fa-Co-L1,Fa-Co-L1-00429,T26-00429,생각 정리할 때 나도 모르게 가게 되는 곳은?,"집 앞 단골 카페, 조용한 동네 서점, 뻥 뚫리는 공원",Where do you unconsciously go to clear your head?,"My favorite neighborhood cafe, a quiet local bookstore, a park where I can feel the breeze"
*-*-Fa-Co-L1,Fa-Co-L1-00430,T26-00430,주말에 더 끌리는 건? 맛집 vs 전시는?,"무조건 맛집 탐방, 요즘 핫한 전시, 둘 다 가는 풀코스",Which is more appealing on the weekend? Foodie spot vs. exhibit,"Definitely a foodie adventure, a hot new exhibit, a full-course of both"
*-*-Lo-Sw-L1,Lo-Sw-L1-00431,T26-00431,데이트할 때 더 좋은 곳은? 핫플 vs 아지트는?,"북적이는 핫플, 조용한 아지트, 상대방 따라 다름",Better for a date: Trendy spot vs. hideaway,"A bustling trendy spot, a quiet hideaway, it depends on the other person"
*-*-Lo-Sw-L1,Lo-Sw-L1-00432,T26-00432,나의 최애 장소에 얽힌 웃픈 기억은?,"우연히 발견한 곳, 혼자 펑펑 울었던 날, 인생 최대의 흑역사",What's a funny or sad memory connected to your favorite place?,"A place I stumbled upon, the day I cried my eyes out alone, the biggest embarrassing moment of my life"
*-*-Lo-Sw-L1,Lo-Sw-L1-00433,T26-00433,"시간, 돈 걱정 없다면 하고 싶은 데이트는?","당장 해외여행, 머리부터 발끝까지 호캉스, 맛집 플렉스","If time and money weren't an issue, what kind of date would you want?","A trip overseas immediately, a head-to-toe luxury hotel stay, splurging at a great restaurant"
*-*-*-*-L1,*-*-L1-00434,T26-00434,지금 당장 먹고 싶은 건?,"매운 떡볶이, 시원한 맥주, 집밥",What do you want to eat right now?,"Spicy rice cakes, a cold beer, home-cooked meal"
*-*-*-*-L1,*-*-L1-00435,T26-00435,"이번 주말, 완벽한 계획은?","하루 종일 잠, 한강 피크닉, 밀린 영화","This weekend, what's the perfect plan?","Sleep all day, a picnic by the river, catching up on movies"
*-*-*-*-L1,*-*-L1-00436,T26-00436,처음 봤을 때 내 첫인상은?,"차가워 보임, 말 많을 듯, 내 스타일",What was your first impression of me?,"Seemed cold, Probably talks a lot, My type"
*-*-*-*-L2,*-*-L2-00437,T26-00437,학창시절 제일 큰 흑역사는?,"졸업사진, 장기자랑, 고백 실패",Biggest embarrassing moment from school days?,"Graduation photo, Talent show, Failed confession"
*-*-*-*-L2,*-*-L2-00438,T26-00438,요즘 가장 꽂힌 취미는?,"클라이밍, 베이킹, 유튜브 정주행",What's your current favorite hobby?,"Climbing, Baking, Binge-watching YouTube"
*-*-*-*-L2,*-*-L2-00439,T26-00439,진짜 싫어하는 사람 유형은?,"약속 어기는, 말 끊는, 허세 심한",What type of person do you really dislike?,"Breaks promises, Interrupts, Big show-off"
*-*-*-*-L3,*-*-L3-00440,T26-00440,"마지막 연애, 헤어진 이유는?","성격 차이, 환승 당함, 장거리 연애","Last relationship, why did you break up?","Personality differences, Got cheated on, Long distance"
*-*-*-*-L3,*-*-L3-00441,T26-00441,내 외모 중 가장 고치고 싶은 부분은?,"낮은 코, 짝눈, 작은 키",What's the one thing you'd change about my appearance?,"Flat nose, Uneven eyes, Short height"
*-*-*-*-L3,*-*-L3-00442,T26-00442,인생 최대의 후회는?,"비트코인 안 산 거, 전공 선택, 그때 그 말",Biggest regret in life?,"Not buying Bitcoin, Choosing my major, What I said back then"
*-*-*-*-L4,*-*-L4-00443,T26-00443,요즘 나를 잠 못 들게 하는 고민거리는?,"취업 걱정, 인간관계, 빚",What's the thing that's been keeping me up at night lately?,"Worrying about job, Relationships, Debt"
*-*-*-*-L4,*-*-L4-00444,T26-00444,"가족한테 받은 상처, 혹시 있는?","비교당할 때, 무관심, 싸웠던 기억",Have I ever been hurt by my family?,"Being compared, Lack of interest, Memories of fights"
*-*-*-*-L4,*-*-L4-00445,T26-00445,아직도 힘든 트라우마는?,"물 공포증, 발표 불안, 사람 믿기 힘듦",Trauma that's still hard to deal with?,"Fear of water, Stage fright, Hard to trust people"
*-*-*-*-L5,*-*-L5-00446,T26-00446,무덤까지 가져갈 비밀은?,"사실 빚 있음, 성형 수술, 과거 신분세탁(?)",What's one secret I'll take to the grave?,"Actually in debt, Plastic surgery, Past identity change(?)"
*-*-*-*-L5,*-*-L5-00447,T26-00447,10년 뒤 나는 뭐 하고 있을까나?,"건물주, 세계일주, 귀농",What will I be doing in 10 years?,"Landlord, Traveling the world, Back to farming"
*-*-*-*-L5,*-*-L5-00448,T26-00448,살면서 내가 저지른 가장 큰 실수는?,"보증 선 거, 술 먹고 실수, 친구 손절",What's the biggest mistake I've made in life?,"Cosigning a loan, Drunk mistake, Cutting off a friend"
*-*-B-Ar-*,B-Ar-*-00449,T26-00449,우리가 아직까지 친구인 이유는?,"약점 잡혀서, 너무 잘 알아서, 의리",What's the reason we're still friends?,"Have dirt on each other, Know each other too well, Loyalty"
*-*-B-Ar-*,B-Ar-*-00450,T26-00450,군대에서 내가 가장 서러웠던 순간은?,"화생방, 첫 휴가 복귀, 여자친구 이별",What was the most upsetting moment for me in the military?,"Chemical warfare training, Returning from first leave, Girlfriend break up"
*-*-B-Ar-*,B-Ar-*-00451,T26-00451,어릴 때 같이 했던 놀이 중 최고는?,"고무줄 놀이, 인형 옷 입히기, 비밀 아지트",What's the best game we used to play as kids?,"Jump rope, Dressing up dolls, Secret hideout"
*-*-B-Sc-*,B-Sc-*-00452,T26-00452,학창시절로 돌아가면 내가 하고 싶은 것은?,"공부 열심히, 짝사랑 고백, 친구랑 더 놀기","If I could go back to high school, what would I do?","Study harder, Confess my crush, Hang out more with friends"
*-*-B-Sc-*,B-Sc-*-00453,T26-00453,학교 다닐 때 나 이성으로 봤던 적은?,"아니 전혀, 잠깐 설렜음, 솔직히 조금",Did you ever see me as more than a friend back in school?,"Not at all, Briefly, Honestly a little"
*-*-B-Or-*,B-Or-*-00454,T26-00454,솔직히 내가 이직 고민한 적 언제였는?,"매일 아침, 월급날, 상사 잔소리",When was the last time I seriously thought about quitting my job?,"Every morning, On payday, When my boss nags"
*-*-B-Or-*,B-Or-*-00455,T26-00455,회사에서 내가 제일 꼴보기 싫어하는 사람은?,"월급 루팡, 책임 회피형, 아부왕",Who's the most annoying person to me at work?,"Slacker, Blame-shifter, Brown-noser"
*-*-B-Dc-*,B-Dc-*-00456,T26-00456,집 앞 편의점 올 때 패션은?,"무릎 나온 바지, 완전 풀세팅, 수면 바지",What's your go-to outfit for a quick trip to the convenience store?,"Sagging sweats, Full glam, Pajama pants"
*-*-B-Dc-*,B-Dc-*-00457,T26-00457,동네에서 마주치면 나 모른 척 할 수 있는?,"쌩얼이면 가능, 절대 불가능, 눈인사만","If we ran into each other in the neighborhood, could you pretend not to see me?","If I'm bare-faced, Never, Just a nod"
*-*-Fa-Br-*,Fa-Br-*-00458,T26-00458,부모님 몰래 저지른 사고는?,"성적표 위조, 학원 땡땡이, 몰래 알바",What's the worst thing you ever did that your parents don't know about?,"Forged report card, Skipped academy, Secret part-time job"
*-*-Fa-Br-*,Fa-Br-*-00459,T26-00459,솔직히 내가 부러웠던 적은?,"공부 잘해서, 용돈 많이 받아서, 자유로워서",When were you honestly jealous of me?,"For being smart, For getting lots of allowance, For being carefree"
*-*-Fa-Sb-*,Fa-Sb-*-00460,T26-00460,내 친구 중에 내가 소개해주고 싶은 사람은?,"절대 없음, 키 큰 그 친구, 성격 좋은 애",Which of my friends would I want to set you up with?,"Absolutely none, That tall friend, The one with a good personality"
*-*-Fa-Sb-*,Fa-Sb-*-00461,T26-00461,내가 오빠/누나 같아 보일 때는?,"용돈 줄 때, 고민 들어줄 때, 없음",When do I seem like an older brother/sister?,"When you give allowance, When you listen to my worries, Never"
*-*-Lo-Sw-*,Lo-Sw-*-00462,T26-00462,나랑 결혼 생각 해본 적은?,"매일 함, 아직은 이름, 비밀",Have you ever thought about marrying me?,"Every day, Not yet, Secret"
*-*-Lo-Sw-*,Lo-Sw-*-00463,T26-00463,"내 폰 비번 공유, 어디까지 가능은?","절대 안 됨, 상관없음, 이미 알잖아",How willing are you to share your phone password with me?,"Absolutely not, Sure, You already know it"
*-*-Lo-Sw-*,Lo-Sw-*-00464,T26-00464,권태기를 느낀 적은?,"한 번 쯤, 전혀 없음, 싸울 때 잠깐",Have you ever felt like we were in a rut?,"Once or twice, Never, Briefly when we fight"
*-*-Lo-Hw-*,Lo-Hw-*-00465,T26-00465,다시 태어나도 나와 결혼이라... 그럴 마음은?,"당연하지, 혼자 살래, 고민 좀...","If reborn, would you still want to marry me?","Of course, I'd live alone, Let me think..."
*-*-Lo-Hw-*,Lo-Hw-*-00466,T26-00466,배우자가 모르는 비상금 액수는?,"십만원 대, 없음, 상상 초월",What's the secret stash amount your partner doesn't know about?,"Around 100,000 won, None, Unimaginable"
*-*-Lo-Hw-*,Lo-Hw-*-00467,T26-00467,가장 서운했던 명절은?,"저번 설날, 음식 혼자 할 때, 비교당할 때",Which holiday left you feeling the most bummed out?,"Last Lunar New Year, Cooking alone, Being compared to others"
